ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LAT,LONG
,705-06051,705-06050,1,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798696,-122.407452
,447-01161,447-01160,1,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.803236,-122.402512
,687-00570,-,0,Black,SS,N,N,SFMTA,ON,0,57,TAPIA DR,12375000,MC3, ,37.721658,-122.480577
,324-10021,324-10020,1,Black,MS,N,N,SFMTA,ON,0,1002,BATTERY ST,2765000,MC3, ,37.80056,-122.401368
,211-03431,211-03430,1,Black,MS,N,N,SFMTA,ON,0,343,11TH ST,515000,MC3, ,37.771042,-122.41285
,363-01240,-,0,Black,SS,N,N,SFMTA,ON,0,124,COLUMBUS AVE,4288000,MC2, ,37.796707,-122.404839
,612-17300,-,0,Black,SS,N,N,SFMTA,ON,0,1730,POLK ST,10572000,MC3, ,37.793005,-122.4211
,440-06140,-,0,Black,SS,N,N,SFMTA,ON,0,614,GEARY ST,6114000,MC3, ,37.786705,-122.413872
,681-06040,-,0,Black,SS,N,N,SFMTA,ON,0,604,TAYLOR ST,12434000,MC1, ,37.788005,-122.411653
,352-04291,352-04290,1,Black,MS,N,N,SFMTA,ON,0,429,CASTRO ST,3790000,MC3, ,37.761585,-122.434962
,567-00961,567-00960,1,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1, ,37.782233,-122.407337
,700-12600,-,0,Black,SS,Y,N,SFMTA,ON,0,1260,VALENCIA ST,13072000,MC5,Mission,37.752295,-122.420789
,561-02151,561-02150,1,Black,MS,N,N,SFMTA,ON,0,215,MAIN ST,8629000,MC5,Downtown,37.790581,-122.393226
,224-31630,-,0,Black,SS,N,N,SFMTA,ON,0,3163,24TH ST,1341000,MC3, ,37.752343,-122.41569
,701-18080,-,0,Black,SS,N,N,SFMTA,ON,0,1808,VAN NESS AVE,13160201,MC3, ,37.792462,-122.42259
,700-12580,-,0,Black,SS,Y,N,SFMTA,ON,0,1258,VALENCIA ST,13072000,MC5,Mission,37.752306,-122.420789
,440-22160,-,0,Black,SS,N,N,SFMTA,ON,0,2216,GEARY BLVD,6044201,MC3, ,37.783383,-122.440012
,350-32320,-,0,Black,SS,N,N,SFMTA,ON,0,3232,CALIFORNIA ST,3566000,MC3, ,37.787167,-122.448181
,328-01570,-,0,Black,SS,N,N,SFMTA,ON,0,157,BEALE ST,2864000,MC5,Downtown,37.790144,-122.394396
,651-00268,651-00260,8,Black,MS,N,N,SFMTA,ON,0,26,SANSOME ST,11542000,MC5,Downtown,37.791012,-122.400633
,331-05850,-,0,Black,SS,Y,N,SFMTA,ON,0,585,BRYANT ST,3284000,MC5,South Embarcadero,37.779734,-122.397689
,440-46280,-,0,Black,SS,N,N,SFMTA,ON,0,4628,GEARY BLVD,6066201,MC3, ,37.780921,-122.469477
,563-03280,563-03004,28,Black,MS,Y,N,SFMTA,ON,0,328,MCALLISTER ST,8893000,MC5,Civic Center,37.780503,-122.417561
,611-03750,-,0,Black,SS,N,N,SFMTA,ON,0,375,PARNASSUS AVE,10293000,MC3, ,37.763591,-122.4572
,561-02211,561-02210,1,Black,MS,N,N,SFMTA,ON,0,221,MAIN ST,8629000,MC5,Downtown,37.790369,-122.392961
,460-02011,460-02010,1,Black,MS,N,N,SFMTA,ON,0,201,HALLECK ST,6633000,MC5,Downtown,37.793502,-122.401384
,328-01250,-,0,Black,SS,N,N,SFMTA,ON,0,125,BEALE ST,2864000,MC5,Downtown,37.790646,-122.395025
,328-01310,-,0,Black,SS,N,N,SFMTA,ON,0,131,BEALE ST,2864000,MC5,Downtown,37.790619,-122.394991
,569-19131,569-19130,1,Black,MS,N,N,SFMTA,ON,0,1913,MARKET ST,8761101,MC3, ,37.770312,-122.425153
,469-17400,-,0,Black,SS,N,N,SFMTA,ON,0,1740,HOLLOWAY AVE,6998201,MC3, ,37.72101,-122.480387
,384-07060,-,0,Black,SS,N,N,SFMTA,ON,0,706,DIVISADERO ST,4804201,MC3, ,37.776094,-122.437918
,720-05311,720-05310,1,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795523,-122.402797
,202-03340,-,0,Black,SS,Y,N,SFMTA,ON,0,334,02ND ST,139000,MC5,South Embarcadero,37.784787,-122.395909
,542-03220,542-03002,22,Black,MS,Y,N,SFMTA,ON,0,322,LARKIN ST,8123000,MC5,Civic Center,37.781111,-122.417
,423-01340,423-01004,34,Black,MS,Y,N,SFMTA,ON,0,134,FULTON ST,5881000,MC5,Civic Center,37.779856,-122.415701
,720-05341,720-05340,1,Black,MS,N,N,SFMTA,ON,0,534,WASHINGTON ST,13409000,MC5,Downtown,37.795629,-122.402972
,209-04600,-,0,Black,SS,N,N,SFMTA,ON,0,460,09TH ST,458000,MC3, ,37.771385,-122.408789
,563-03300,563-03004,30,Black,MS,Y,N,SFMTA,ON,0,330,MCALLISTER ST,8893000,MC5,Civic Center,37.780502,-122.417573
,204-03090,-,0,Black,SS,N,N,SFMTA,ON,0,309,04TH ST,256000,MC5,South Embarcadero,37.781926,-122.400889
,216-31110,-,0,Black,SS,Y,N,SFMTA,ON,0,3111,16TH ST,732000,MC5,Mission,37.764802,-122.422654
,612-03500,612-03006,50,Black,MS,Y,N,SFMTA,ON,0,350,POLK ST,10549000,MC5,Civic Center,37.780051,-122.41842
,209-04560,-,0,Black,SS,N,N,SFMTA,ON,0,456,09TH ST,458000,MC3, ,37.771401,-122.408808
,386-02061,386-02060,1,Black,MS,N,N,SFMTA,ON,0,206,DRUMM ST,4972000,MC5,Downtown,37.795706,-122.396675
,328-01530,-,0,Black,SS,N,N,SFMTA,ON,0,153,BEALE ST,2864000,MC5,Downtown,37.790173,-122.394432
,686-06081,686-06080,1,Black,MS,N,N,SFMTA,ON,0,608,TURK ST,12723000,MC5,Civic Center,37.782187,-122.419361
,686-07121,686-07120,1,Black,MS,N,N,SFMTA,ON,0,712,TURK ST,12724000,MC5,Civic Center,37.781947,-122.42124
,614-18271,614-18270,1,Black,MS,N,N,SFMTA,ON,0,1827,POST ST,10646000,MC5,Fillmore,37.785174,-122.432412
,354-20490,-,0,Black,SS,Y,N,SFMTA,ON,0,2049,CHESTNUT ST,3978000,MC5,Marina,37.800565,-122.437729
,701-05160,701-05004,16,Black,MS,Y,N,SFMTA,ON,0,516,VAN NESS AVE,13147202,MC5,Civic Center,37.780658,-122.420203
,209-04580,-,0,Black,SS,N,N,SFMTA,ON,0,458,09TH ST,458000,MC3, ,37.77139,-122.408795
,542-03240,542-03002,24,Black,MS,Y,N,SFMTA,ON,0,324,LARKIN ST,8123000,MC5,Civic Center,37.781134,-122.417005
,568-02391,568-02390,1,Black,MS,N,N,SFMTA,ON,0,239,MISSION ST,9085000,MC5,Downtown,37.791306,-122.395474
,658-00301,658-00300,1,Black,MS,N,N,SFMTA,ON,0,30,SPEAR ST,12044000,MC5,Downtown,37.79329,-122.39513
,651-00287,651-00280,7,Black,MS,N,N,SFMTA,ON,0,28,SANSOME ST,11542000,MC5,Downtown,37.79109,-122.400649
,684-01260,-,0,Black,SS,Y,N,SFMTA,ON,0,126,TOWNSEND ST,12657000,MC5,South Embarcadero,37.780072,-122.391362
,561-00071,561-00070,1,Black,MS,N,N,SFMTA,ON,0,7,MAIN ST,8627000,MC5,Downtown,37.792911,-122.396144
,561-00131,561-00130,1,Black,MS,N,N,SFMTA,ON,0,13,MAIN ST,8627000,MC5,Downtown,37.792847,-122.396064
,108-02960,-,0,Black,SS,N,N,SFMTA,ON,0,296,08TH AVE,388000,MC3, ,37.782987,-122.466504
,469-17580,-,0,Black,SS,N,N,SFMTA,ON,0,1758,HOLLOWAY AVE,6998201,MC3, ,37.721013,-122.480485
,525-00314,525-00300,14,Black,MS,Y,N,SFMTA,ON,0,31,KAPLAN LN,7741000,MC5,Downtown,37.784985,-122.398929
,208-06630,-,0,Black,SS,N,N,SFMTA,ON,0,663,08TH ST,417000,MC3, ,37.770204,-122.403973
,561-02061,561-02060,1,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790373,-122.393223
,501-01161,501-01160,1,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,MC5,Downtown,37.788119,-122.400817
,440-46300,-,0,Black,SS,N,N,SFMTA,ON,0,4630,GEARY BLVD,6066201,MC3, ,37.780921,-122.469494
,208-02471,208-02470,1,Black,MS,N,N,SFMTA,ON,0,247,08TH ST,411000,MC2, ,37.775432,-122.410473
,331-09011,331-09010,1,Black,MS,N,N,SFMTA,ON,0,901,BRYANT ST,3293000,MC3, ,37.774127,-122.404781
,211-03141,211-03140,1,Black,MS,N,N,SFMTA,ON,0,314,11TH ST,515000,MC3, ,37.771453,-122.413658
,324-05031,324-05030,1,Black,MS,N,N,SFMTA,ON,0,503,BATTERY ST,2760000,MC5,Downtown,37.795978,-122.400596
,359-05361,359-05360,1,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794792,-122.402766
,658-00361,658-00360,1,Black,MS,N,N,SFMTA,ON,0,36,SPEAR ST,12044000,MC5,Downtown,37.793227,-122.39505
,420-02410,-,0,Black,SS,N,N,SFMTA,ON,0,241,FREMONT ST,5863001,MC5,Downtown,37.788618,-122.39423
,202-05420,-,0,Black,SS,Y,N,SFMTA,ON,0,542,02ND ST,144000,MC5,South Embarcadero,37.78256,-122.393119
,691-17160,-,0,Black,SS,N,N,SFMTA,ON,0,1716,UNION ST,12866000,MC3, ,37.798126,-122.427827
,202-05520,-,0,Black,SS,Y,N,SFMTA,ON,0,552,02ND ST,144000,MC5,South Embarcadero,37.782522,-122.393071
,590-00390,-,0,Black,SS,Y,N,SFMTA,ON,0,39,OAK ST,9750000,MC5,Civic Center,37.775194,-122.420703
,411-00260,411-00004,26,Black,MS,Y,N,SFMTA,ON,0,26,FELL ST,5439000,MC5,Civic Center,37.776533,-122.418746
,569-21261,569-21260,1,Black,MS,N,N,SFMTA,ON,0,2126,MARKET ST,8764201,MC3, ,37.766967,-122.429838
,562-26090,-,0,Black,SS,Y,N,SFMTA,ON,0,2609,MASON ST,8840000,MC5,Fisherman's Wharf,37.807806,-122.414107
,681-07181,681-07180,1,Black,MS,N,N,SFMTA,ON,0,718,TAYLOR ST,12437000,MC1, ,37.789392,-122.411942
,501-01081,501-01080,1,Black,MS,N,N,SFMTA,ON,0,108,JESSIE ST,7517000,MC5,Downtown,37.788299,-122.400589
,442-05430,-,0,Black,SS,N,N,SFMTA,ON,0,543,GOLDEN GATE AVE,6265000,MC5,Civic Center,37.780996,-122.42018
,612-03120,612-03002,12,Black,MS,Y,N,SFMTA,ON,0,312,POLK ST,10549000,MC5,Civic Center,37.779512,-122.418311
,859-00400,-,0,Black,SS,Y,N,PORT,ON,0,40,NORTH POINT ST,9686000,PortMC1, ,37.807337,-122.408066
,224-31300,-,0,Black,SS,N,N,SFMTA,ON,0,3130,24TH ST,1340000,MC3, ,37.752492,-122.415047
,490-10170,-,0,Black,SS,N,N,SFMTA,ON,0,1017,IRVING ST,7288000,MC3, ,37.763853,-122.468809
,606-15181,606-15180,1,Black,MS,N,N,SFMTA,ON,0,1518,PINE ST,10477000,MC3, ,37.789621,-122.421027
,701-18100,-,0,Black,SS,N,N,SFMTA,ON,0,1810,VAN NESS AVE,13160201,MC3, ,37.792486,-122.422594
,619-00250,619-00003,25,Black,MS,Y,N,SFMTA,ON,0,25,PETER YORKE WAY,10384000,MC3, ,37.785692,-122.424052
,700-04121,700-04120,1,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.766197,-122.422117
,418-05031,418-05030,1,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,MC5,South Embarcadero,37.787097,-122.39458
,684-01280,-,0,Black,SS,Y,N,SFMTA,ON,0,128,TOWNSEND ST,12657000,MC5,South Embarcadero,37.780063,-122.391373
,684-01400,-,0,Black,SS,Y,N,SFMTA,ON,0,140,TOWNSEND ST,12657000,MC5,South Embarcadero,37.779915,-122.39156
,651-00188,651-00180,8,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790858,-122.400602
,422-01050,-,0,Black,SS,N,N,SFMTA,ON,0,105,FRONT ST,5868000,MC5,Downtown,37.792539,-122.398696
,444-03041,444-03040,1,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,MC5,Downtown,37.789767,-122.405369
,328-00511,328-00510,1,Black,MS,N,N,SFMTA,ON,0,51,BEALE ST,2863000,MC5,Downtown,37.791337,-122.395891
,359-05171,359-05170,1,Black,MS,N,N,SFMTA,ON,0,517,CLAY ST,4084000,MC5,Downtown,37.794713,-122.402038
,328-01270,-,0,Black,SS,N,N,SFMTA,ON,0,127,BEALE ST,2864000,MC5,Downtown,37.790636,-122.395012
,561-02041,561-02040,1,Black,MS,N,N,SFMTA,ON,0,204,MAIN ST,8629000,MC5,Downtown,37.790427,-122.393291
,691-17100,-,0,Black,SS,N,N,SFMTA,ON,0,1710,UNION ST,12866000,MC3, ,37.798143,-122.427693
,401-07310,401-07001,31,Black,MS,N,N,SFMTA,ON,0,731,ELLIS ST,5178000,MC3, ,37.784061,-122.418683
,542-03180,542-03002,18,Black,MS,Y,N,SFMTA,ON,0,318,LARKIN ST,8123000,MC5,Civic Center,37.781069,-122.416992
,490-00070,-,0,Black,SS,N,N,SFMTA,ON,0,7,IRVING ST,7278000,MC3, ,37.764355,-122.45779
,666-24080,-,0,Black,SS,N,N,SFMTA,ON,0,2408,SUTTER ST,12343000,MC3, ,37.78524,-122.440357
,611-03770,-,0,Black,SS,N,N,SFMTA,ON,0,377,PARNASSUS AVE,10293000,MC3, ,37.763589,-122.457208
,568-14000,-,0,Black,SS,N,N,SFMTA,ON,0,1400,MISSION ST,9108000,MC2, ,37.775218,-122.416105
,658-00481,658-00480,1,Black,MS,N,N,SFMTA,ON,0,48,SPEAR ST,12044000,MC5,Downtown,37.793086,-122.394873
,418-01020,-,0,Black,SS,N,N,SFMTA,ON,0,102,FOLSOM ST,5651000,MC5,South Embarcadero,37.790054,-122.391144
,563-03240,563-03004,24,Black,MS,Y,N,SFMTA,ON,0,324,MCALLISTER ST,8893000,MC5,Civic Center,37.780506,-122.417538
,469-17560,-,0,Black,SS,N,N,SFMTA,ON,0,1756,HOLLOWAY AVE,6998201,MC3, ,37.721013,-122.480474
,847-05140,-,0,Black,SS,Y,N,PORT,ON,0,514,JEFFERSON ST,7460000,PortMC1, ,37.807628,-122.420967
,202-05440,-,0,Black,SS,Y,N,SFMTA,ON,0,544,02ND ST,144000,MC5,South Embarcadero,37.782552,-122.39311
,667-01530,-,0,Black,SS,N,N,SFMTA,ON,0,153,SOUTH VAN NESS AVE,12017101,MC3, ,37.771421,-122.41794
,462-18020,-,0,Black,SS,N,N,SFMTA,ON,0,1802,HAIGHT ST,6624000,MC3, ,37.769422,-122.452012
,686-06061,686-06060,1,Black,MS,N,N,SFMTA,ON,0,606,TURK ST,12723000,MC5,Civic Center,37.782196,-122.419289
,590-00640,-,0,Black,SS,Y,N,SFMTA,ON,0,64,OAK ST,9750000,MC5,Civic Center,37.775316,-122.42081
,340-00044,340-00040,4,Black,MS,Y,N,SFMTA,ON,0,4,BLUXOME ST,2993000,MC5,South Embarcadero,37.777601,-122.395991
,700-07471,700-07470,1,Black,MS,N,N,SFMTA,ON,0,747,VALENCIA ST,13064000,MC5,Mission,37.760725,-122.421377
,462-18070,-,0,Black,SS,N,N,SFMTA,ON,0,1807,HAIGHT ST,6624000,MC3, ,37.769295,-122.452037
,210-01211,210-01210,1,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.77493,-122.415333
,386-02121,386-02120,1,Black,MS,N,N,SFMTA,ON,0,212,DRUMM ST,4972000,MC5,Downtown,37.79586,-122.396707
,651-00091,651-00090,1,Black,MS,N,N,SFMTA,ON,0,9,SANSOME ST,11542000,MC5,Downtown,37.790692,-122.400726
,857-17070,857-17001,7,Black,MS,N,N,PORT,ON,0,1707,MONTGOMERY ST,9321000,PortMC1, ,37.804916,-122.405262
,469-17480,-,0,Black,SS,N,N,SFMTA,ON,0,1748,HOLLOWAY AVE,6998201,MC3, ,37.721011,-122.480431
,524-02461,524-02460,1,Black,MS,Y,N,SFMTA,ON,0,246,KING ST,7833201,MC5,South Embarcadero,37.777379,-122.392998
,700-05320,-,0,Black,SS,Y,N,SFMTA,ON,0,532,VALENCIA ST,13060000,MC5,Mission,37.764078,-122.421914
,440-06160,-,0,Black,SS,N,N,SFMTA,ON,0,616,GEARY ST,6114000,MC3, ,37.786703,-122.413892
,209-04400,-,0,Black,SS,N,N,SFMTA,ON,0,440,09TH ST,458000,MC3, ,37.771648,-122.409118
,442-02041,442-02040,1,Black,MS,N,N,SFMTA,ON,0,204,GOLDEN GATE AVE,6261000,MC2, ,37.781906,-122.414057
,701-05180,701-05004,18,Black,MS,Y,N,SFMTA,ON,0,518,VAN NESS AVE,13147202,MC5,Civic Center,37.780669,-122.420205
,202-05540,-,0,Black,SS,Y,N,SFMTA,ON,0,554,02ND ST,144000,MC5,South Embarcadero,37.782514,-122.393062
,525-00409,525-00400,9,Black,MS,Y,N,SFMTA,ON,0,40,KAPLAN LN,7741000,MC5,Downtown,37.784963,-122.399116
,612-03100,612-03002,10,Black,MS,Y,N,SFMTA,ON,0,310,POLK ST,10549000,MC5,Civic Center,37.779502,-122.418309
,568-17461,568-17460,1,Black,MS,Y,N,SFMTA,ON,0,1746,MISSION ST,9113000,MC3, ,37.768693,-122.42011
,218-40061,218-40060,1,Black,MS,N,N,SFMTA,ON,0,4006,18TH ST,891000,MC3, ,37.760995,-122.434153
,104-02960,-,0,Black,SS,N,N,SFMTA,ON,0,296,04TH AVE,240000,MC3, ,37.783183,-122.462222
,218-41131,218-41130,1,Black,MS,N,N,SFMTA,ON,0,4113,18TH ST,892000,MC3, ,37.760803,-122.435549
,336-11040,-,0,Black,SS,N,N,SFMTA,ON,0,1104,BUSH ST,3441000,MC3, ,37.789368,-122.415529
,324-06211,324-06210,1,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.79743,-122.400897
,687-00650,-,0,Black,SS,N,N,SFMTA,ON,0,65,TAPIA DR,12375000,MC3, ,37.721622,-122.480579
,583-02671,583-02670,1,Black,MS,N,N,SFMTA,ON,0,267,NOE ST,9611000,MC3, ,37.764523,-122.433045
,606-15281,606-15280,1,Black,MS,N,N,SFMTA,ON,0,1528,PINE ST,10477000,MC3, ,37.789591,-122.421258
,562-01021,562-01020,1,Black,MS,N,N,SFMTA,ON,0,102,MASON ST,8800000,MC1, ,37.784465,-122.409268
,661-01241,661-01240,1,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.788479,-122.401295
,590-00450,-,0,Black,SS,Y,N,SFMTA,ON,0,45,OAK ST,9750000,MC5,Civic Center,37.775179,-122.420815
,354-20331,354-20330,1,Black,MS,N,N,SFMTA,ON,0,2033,CHESTNUT ST,3978000,MC5,Marina,37.800608,-122.43739
,663-33320,-,0,Black,SS,Y,N,SFMTA,ON,0,3332,STEINER ST,12156000,MC5,Marina,37.800502,-122.4378
,216-31480,-,0,Black,SS,Y,N,SFMTA,ON,0,3148,16TH ST,734000,MC5,Mission,37.764905,-122.423223
,890-00210,890-00001,21,Black,MS,N,N,PORT,OFF,890,0,TERRY A FRANCOIS BLVD,12531000,PortMC1, ,37.77604,-122.387293
,567-00941,567-00940,1,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1, ,37.78229,-122.407411
,109-13430,-,0,Black,SS,N,N,SFMTA,ON,0,1343,09TH AVE,432000,MC3, ,37.762906,-122.466311
,208-02571,208-02570,1,Black,MS,N,N,SFMTA,ON,0,257,08TH ST,411000,MC2, ,37.775269,-122.410271
,470-11720,-,0,Black,SS,N,N,SFMTA,ON,0,1172,HOWARD ST,7049000,MC2, ,37.776805,-122.411012
,440-06180,-,0,Black,SS,N,N,SFMTA,ON,0,618,GEARY ST,6114000,MC3, ,37.786701,-122.413908
,658-00421,658-00420,1,Black,MS,N,N,SFMTA,ON,0,42,SPEAR ST,12044000,MC5,Downtown,37.793168,-122.394976
,418-01040,-,0,Black,SS,N,N,SFMTA,ON,0,104,FOLSOM ST,5651000,MC5,South Embarcadero,37.790044,-122.391157
,684-01740,-,0,Black,SS,Y,N,SFMTA,ON,0,174,TOWNSEND ST,12657000,MC5,South Embarcadero,37.77942,-122.392187
,504-03130,-,0,Black,SS,N,N,SFMTA,ON,0,313,JUDAH ST,7643000,MC3, ,37.762126,-122.465723
,819-00220,819-00002,22,Black,MS,N,N,PORT,ON,0,22,BROADWAY,3142000,PortMC1, ,37.798977,-122.398583
,667-01470,-,0,Black,SS,N,N,SFMTA,ON,0,147,SOUTH VAN NESS AVE,12017101,MC3, ,37.77154,-122.417978
,415-14501,415-14500,1,Black,MS,N,N,SFMTA,ON,0,1450,FILLMORE ST,5546000,MC5,Fillmore,37.783259,-122.432631
,569-22112,569-22110,2,Black,MS,N,N,SFMTA,ON,0,2211,MARKET ST,8766101,MC3, ,37.765378,-122.431407
,700-09251,700-09250,1,Black,MS,N,N,SFMTA,ON,0,925,VALENCIA ST,13067000,MC5,Mission,37.757823,-122.421099
,469-17640,-,0,Black,SS,N,N,SFMTA,ON,0,1764,HOLLOWAY AVE,6998201,MC3, ,37.721014,-122.480517
,612-03480,612-03006,48,Black,MS,Y,N,SFMTA,ON,0,348,POLK ST,10549000,MC5,Civic Center,37.78004,-122.418417
,650-36200,-,0,Black,SS,N,N,SFMTA,ON,0,3620,SACRAMENTO ST,11268000,MC3, ,37.787531,-122.452557
,307-03050,-,0,Black,SS,Y,N,SFMTA,ON,0,305,ASH ST,2507000,MC5,Civic Center,37.77922,-122.423175
,864-04210,-,0,Black,SS,Y,N,PORT,ON,0,421,SPEAR ST,12048000,PortMC1, ,37.788482,-122.388853
,224-31610,-,0,Black,SS,N,N,SFMTA,ON,0,3161,24TH ST,1341000,MC3, ,37.752344,-122.415675
,667-01490,-,0,Black,SS,N,N,SFMTA,ON,0,149,SOUTH VAN NESS AVE,12017101,MC3, ,37.771531,-122.417975
,462-18080,-,0,Black,SS,N,N,SFMTA,ON,0,1808,HAIGHT ST,6624000,MC3, ,37.769417,-122.452049
,109-13450,-,0,Black,SS,N,N,SFMTA,ON,0,1345,09TH AVE,432000,MC3, ,37.762892,-122.46631
,224-30110,-,0,Black,SS,N,N,SFMTA,ON,0,3011,24TH ST,1337000,MC3, ,37.752538,-122.412495
,462-18100,-,0,Black,SS,N,N,SFMTA,ON,0,1810,HAIGHT ST,6624000,MC3, ,37.769416,-122.452061
,462-18120,-,0,Black,SS,N,N,SFMTA,ON,0,1812,HAIGHT ST,6624000,MC3, ,37.769414,-122.452074
,359-05381,359-05380,1,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794779,-122.402863
,561-02021,561-02020,1,Black,MS,N,N,SFMTA,ON,0,202,MAIN ST,8629000,MC5,Downtown,37.79048,-122.393357
,109-12410,-,0,Black,SS,N,N,SFMTA,ON,0,1241,09TH AVE,431000,MC3, ,37.764755,-122.46643
,847-05080,-,0,Black,SS,Y,N,PORT,ON,0,508,JEFFERSON ST,7460000,PortMC1, ,37.807632,-122.42093
,606-15030,-,0,Black,SS,N,N,SFMTA,ON,0,1503,PINE ST,10477000,MC3, ,37.789536,-122.420624
,569-22113,569-22110,3,Black,MS,N,N,SFMTA,ON,0,2211,MARKET ST,8766101,MC3, ,37.765369,-122.431418
,569-22115,569-22110,5,Black,MS,N,N,SFMTA,ON,0,2211,MARKET ST,8766101,MC3, ,37.765351,-122.43144
,324-05091,324-05090,1,Black,MS,N,N,SFMTA,ON,0,509,BATTERY ST,2760000,MC5,Downtown,37.796178,-122.400636
,386-02041,386-02040,1,Black,MS,N,N,SFMTA,ON,0,204,DRUMM ST,4972000,MC5,Downtown,37.795627,-122.39666
,418-05011,418-05010,1,Black,MS,N,N,SFMTA,ON,0,501,FOLSOM ST,5657000,MC5,South Embarcadero,37.787145,-122.394519
,684-01520,-,0,Black,SS,Y,N,SFMTA,ON,0,152,TOWNSEND ST,12657000,MC5,South Embarcadero,37.779731,-122.391792
,561-00181,561-00180,1,Black,MS,N,N,SFMTA,ON,0,18,MAIN ST,8627000,MC5,Downtown,37.792612,-122.396025
,444-02031,444-02030,1,Black,MS,N,N,SFMTA,ON,0,203,GRANT AVE,6384001,MC5,Downtown,37.788794,-122.405302
,359-05191,359-05190,1,Black,MS,N,N,SFMTA,ON,0,519,CLAY ST,4084000,MC5,Downtown,37.794704,-122.402114
,720-03431,720-03430,1,Black,MS,N,N,SFMTA,ON,0,343,WASHINGTON ST,13405000,MC5,Downtown,37.795855,-122.400249
,580-00011,580-00010,1,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788854,-122.396647
,561-00251,561-00250,1,Black,MS,N,N,SFMTA,ON,0,25,MAIN ST,8627000,MC5,Downtown,37.792731,-122.395919
,561-00311,561-00310,1,Black,MS,N,N,SFMTA,ON,0,31,MAIN ST,8627000,MC5,Downtown,37.79267,-122.395842
,359-16390,-,0,Black,SS,N,N,SFMTA,ON,0,1639,CLAY ST,4105000,MC3, ,37.792415,-122.42038
,847-05040,-,0,Black,SS,Y,N,PORT,ON,0,504,JEFFERSON ST,7460000,PortMC1, ,37.807636,-122.420904
,440-38260,-,0,Black,SS,N,N,SFMTA,ON,0,3826,GEARY BLVD,6058201,MC3, ,37.781319,-122.460657
,857-17130,857-17001,13,Black,MS,N,N,PORT,ON,0,1713,MONTGOMERY ST,9321000,PortMC1, ,37.804943,-122.405267
,224-31280,-,0,Black,SS,N,N,SFMTA,ON,0,3128,24TH ST,1340000,MC3, ,37.752493,-122.415034
,525-00209,525-00200,9,Black,MS,Y,N,SFMTA,ON,0,20,KAPLAN LN,7741000,MC5,Downtown,37.784994,-122.399239
,691-16260,-,0,Black,SS,N,N,SFMTA,ON,0,1626,UNION ST,12865000,MC3, ,37.7983,-122.42646
,328-00491,328-00490,1,Black,MS,N,N,SFMTA,ON,0,49,BEALE ST,2863000,MC5,Downtown,37.79138,-122.395945
,108-02980,-,0,Black,SS,N,N,SFMTA,ON,0,298,08TH AVE,388000,MC3, ,37.782963,-122.466502
,108-12990,-,0,Black,SS,N,N,SFMTA,ON,0,1299,08TH AVE,395000,MC3, ,37.764211,-122.465323
,504-03110,-,0,Black,SS,N,N,SFMTA,ON,0,311,JUDAH ST,7643000,MC3, ,37.762127,-122.465707
,841-00320,841-00002,32,Black,MS,N,N,PORT,ON,0,32,GREEN ST,6438001,PortMC1, ,37.800691,-122.400094
,202-02161,202-02160,1,Black,MS,N,N,SFMTA,ON,0,216,02ND ST,135000,MC5,Downtown,37.786365,-122.397862
,593-00011,593-00010,1,Black,MS,N,N,SFMTA,ON,0,1,OFARRELL ST,9720000,MC5,Downtown,37.786755,-122.404993
,209-04380,-,0,Black,SS,N,N,SFMTA,ON,0,438,09TH ST,458000,MC3, ,37.771664,-122.409138
,596-00380,596-00380,10,Black,MS,N,N,SFMTA,ON,0,38,OTIS ST,10046000,MC3, ,37.772402,-122.4197
,441-09490,-,0,Black,SS,N,N,SFMTA,ON,0,949,GENEVA AVE,6139101,MC3, ,37.716062,-122.440044
